recordId,Title,type of object,Category,Person / organisation - Role,Date / Period,Place,Association,Material /Technique,Accession number,Museum department,object_url
520968,Attic red-figure pottery pyxis lid depicting an animal chase,"container > cosmetic-container > cosmetic-vessel > cosmetic-pot > pyxis, miscellaneous equipment > cover > vessel-cover",ceramics,,"400 BCE - 375 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Greece, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1934.330,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-520968
520644,Attic red-figure pottery lekythos depicting a domestic scene (woman wool working),"container > oil-container > perfume bottle > unguent jar > lekythos > squat lekythos, container > oil-container > perfume bottle > unguent jar > lekythos",ceramics,,"470 BCE - 460 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","The Greek World > Greece > Attica, Europe > Italy > Campania > Metropolitan City of Naples > Vico Equense","place of creation, find spot","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1891.323,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-520644
387026,Attic red-figure pottery lekythos depicting a soldier taking his leave,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics,The Achilles Painter - artist,"450 BCE - 440 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Sicily > Province of Caltanissetta > Gela, The Greek World > Greece > Attica, The Greek World > Greece > Attica","find spot, place of creation, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1938.909,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387026
387370,Attic red-figure pottery lekythos depicting a mythological scene,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics, - ,"490 BCE - 480 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1879.172,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387370
387387,Attic red-figure pottery lekythos depicting a worshipping scene,container > oil-container > perfume bottle > unguent jar > lekythos > squat lekythos,ceramics, - ,"420 BCE - 400 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Greece > West Greece > Elis > Olympia, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1966.714,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387387
387506,Attic black-figure pottery lekythos fragment depicting a battle scene,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics, - ,"515 BCE - 500 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1929.463,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387506
387512,Attic red-figure stemmed pottery cup depicting an athletics scene,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics,The Antiphon Painter - artist,"480 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Lazio > Province of Viterbo > Vulci, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1914.729,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387512
387563,Attic red-figure cup depicting Theseus and the Minotaur,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"500 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Europe > Italy > Tuscany > Province of Siena > Chiusi, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1896-1908.G.261,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387563
387756,Attic red-figure pottery lekythos depicting a mythological scene,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics, - ,"490 BCE - 480 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1879.173,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387756
387862,Middle Corinthian black-figure pottery aryballos,container > oil-container > perfume bottle > unguent jar > aryballos > globular aryballos,ceramics,,"595 BCE - 570 BCE - date of creation,Middle Corinthian Period (600 - 575 BCE) - date of creation","The Greek World > Greece > Attica, Europe > Greece > Peloponnese > Corinthia > Corinth","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1880.131,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387862
386746,Attic black-figure pottery lekythos depicting a mythological scene,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics, - ,"500 BCE - 490 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Europe > Greece, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1934.249,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-386746
386777,Attic red-figure pottery unguent jar,container > oil-container > perfume bottle > unguent jar > aryballos,ceramics, - ,"490 BCE - 480 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Greece > Attica > Central Athens, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, ",AN1929.175,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-386777
386783,Attic red-figure pottery lekythos depicting a mythological scene,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics, - ,"490 BCE - 480 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Sicily > Province of Caltanissetta > Gela, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1891.683,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-386783
453538,Attic red-figure pottery askos depicting a drinking scene,container > oil-container > perfume bottle > unguent jar > askos,ceramics,,"430 BCE - 425 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Ukraine > Krym > Nymphaion, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1885.499,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-453538
454341,Attic black-figure pottery amphora depicting a mythological scene,container > vessel > storage vessel > amphora > neck-amphora,ceramics,The Antimenes Painter - artist,"530 BCE - 510 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Europe > Italy > Sicily > Province of Caltanissetta > Gela, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1896-1908.G.241,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-454341
455075,Attic red-figure pottery pelike depicting a Dionysiac scene,container > vessel > storage vessel > pelike,ceramics,,"425 BCE - 420 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1884.713,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-455075
455083,Attic black-figure pottery dishie depicting a bird and a dolphin,container > vessel > dish,ceramics,,"450 BCE - 400 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Emilia-Romagna, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1928.524,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-455083
455727,Attic red-figure pottery oinochoe depicting a mythological scene,container > vessel > jug > wine-jug > oinochoe > trefoil-mouth oinochoe,ceramics,The Amphitrite Painter - artist,"470 BCE - 460 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Greece > South Aegean > Rhodes > Rhodes, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1909.1175,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-455727
471662,Attic black-figure pottery stemmed cup,container > vessel > cup > drinking-cup > stemmed cup > kylix > siana cup,ceramics, - ,"575 BCE - 550 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1942.4,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-471662
455290,Attic red-figure stemmed pottery miniature cup depicting a naked youth,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics,,"510 BCE - 500 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1944.88,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-455290
470851,Attic black-figure pottery lekythos depicting a mythological scene,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics, - ,"540 BCE - 500 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1927.4061,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-470851
459759,Attic red-figure stemmed pottery cup depicting an athletics scene,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"450 BCE - 440 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","The Greek World > Greece > Attica > Koropi, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1936.615,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-459759
460049,Attic red-figure pottery krater depicting a mythological scene,container > vessel > mixing vessel > krater > kalyx-krater,ceramics,The Achilles Painter - artist,"435 BCE - 430 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1914.730,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460049
460658,Attic red-figure pottery jug depicting a warrior taking his leave,container > vessel > jug > wine-jug > oinochoe > trefoil-mouth oinochoe,ceramics, - ,"450 BCE - 440 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1965.134,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460658
461937,Attic red-figure and black-figure (bilingual) silhouette style pottery stemless cup depicting a symposiastic scene,container > vessel > cup > drinking-cup,ceramics,The Marlay Painter - artist,"440 BCE - 430 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1965.113,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461937
471139,Attic black-figure white ground pottery jug depicting a Dionysiac scene,container > vessel > jug > wine-jug > oinochoe > trefoil-mouth oinochoe,ceramics,The Athena Painter - artist,"490 BCE - 480 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1965.105,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-471139
471555,Attic black-figure pottery amphora depicting a mythological scene,container > vessel > storage vessel > amphora > neck-amphora,ceramics,The Antimenes Painter - artist,530 BCE - 520 BCE - date of creation,"Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1965.115,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-471555
387698,Attic red-figure pottery krater depicting a mythological scene,container > vessel > mixing vessel > krater > kalyx-krater,ceramics,The Berlin Painter - artist,"490 BCE - 480 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Sicily > Province of Caltanissetta > Gela, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1892.35,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387698
453823,Attic black-figure pottery lekythos depicting a mythological scene,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics,The Acheloos Painter - artist,"525 BCE - 500 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Europe > Italy > Sicily > Province of Caltanissetta > Gela, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1889.1010,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-453823
387567,Attic red-figure stemmed pottery cup depicting a courting scene,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"470 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1896-1908.G.279,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-387567
783518,Attic red-figure pottery kantharos fragment depicting a domestic scene,container > vessel > cup > drinking-cup > stemmed cup > kantharos,ceramics, - ,"400 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Apulia > Metropolitan City of Bari > Ruvo di Puglia, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1966.908,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-783518
846443,Attic red-figure pottery stemmed cup fragment,container > vessel > cup > drinking-cup > stemmed cup > kylix > eye cup,ceramics, - ,"525 BCE - 510 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1966.454,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-846443
460081,Attic red-figure pottery alabastron depicting a domestic scene,container > oil-container > perfume bottle > unguent jar > alabastron,ceramics, - ,"480 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1919.36,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460081
460218,Attic red-figure pottery amphora depicting Athena and Zeus,container > vessel > storage vessel > amphora > neck-amphora,ceramics, - ,"475 BCE - 450 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation,5th century BCE (500 - 401 BCE) - date of creation","Europe > Italy > Sicily > Province of Caltanissetta > Gela, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1896-1908.G.260,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460218
460313,Attic red-figure stemmed pottery cup fragment depicting a scene of daily life,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics,,"490 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","The Greek World > Italy > Inland and Central Etruria > Cerveteri, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1911.621,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460313
460511,Attic red-figure pottery amphora depicting a pursuit,container > vessel > storage vessel > amphora > neck-amphora,ceramics, - ,"440 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1914.733,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460511
460528,Attic red-figure pottery pelike,container > vessel > storage vessel > pelike,ceramics, - ,"430 BCE - 420 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Campania > Metropolitan City of Naples > Nola, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1874.497,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460528
460607,Attic red-figure pottery hydria depicting a domestic scene,container > vessel > jar > water-jar > hydria,ceramics, - ,"430 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Greece, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1925.70,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460607
460652,Attic red-figure stemmed pottery cup depicting an athletics scene,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"440 BCE - 430 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1928.573,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460652
460669,Attic red-figure pottery krater depicting an athletics scene,container > vessel > mixing vessel > krater > bell-krater,ceramics, - ,"430 BCE - 420 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Lazio > Province of Viterbo > Vulci, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1922.8,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460669
460685,Attic red-figure stemmed pottery cup fragment depicting a scene of daily life,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"400 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1966.723,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460685
460766,Attic red-figure pottery askos depicting a mythological scene,container > oil-container > perfume bottle > unguent jar > askos,ceramics, - ,"470 BCE - 460 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1925.71,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460766
460770,Attic red-figure pottery dish depicting a seated youth,container > vessel > dish > stemmed dish,ceramics, - ,"470 BCE - 460 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Campania > Metropolitan City of Naples > Nola, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1892.2633,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460770
460832,Attic red-figure pottery cup depicting a mythological scene,container > vessel > cup > drinking-cup > skyphos,ceramics, - ,"470 BCE - 460 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1965.112,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460832
460962,Attic red-figure pottery amphora depicting a warrior scene,container > vessel > storage vessel > amphora > neck-amphora,ceramics,The Berlin Painter - artist,"480 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1930.169,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460962
460964,Attic red-figure pottery amphora depicting a mythological scene,container > vessel > storage vessel > amphora > neck-amphora,ceramics,The Berlin Painter - artist,"480 BCE - 470 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1885.658,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-460964
461004,Attic red-figure pottery lekythos depicting an outdoor scene,container > oil-container > perfume bottle > unguent jar > lekythos > squat lekythos,ceramics," - , - ","400 BCE - 390 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Greece, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1915.248,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461004
461005,Attic red-figure pottery stemmed cup depicting a mythological scene,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"390 BCE - 370 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1946.52,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461005
461068,Attic red-figure pottery lekythos depicting a domestic scene,container > oil-container > perfume bottle > unguent jar > lekythos,ceramics, - ,"480 BCE - 450 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Europe > Italy > Sicily > Province of Caltanissetta > Gela, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1925.68,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461068
461143,Attic red-figure pottery hydria depicting a mythological scene,container > vessel > storage vessel > water jar > hydria,ceramics,The Berlin Painter - artist,"490 BCE - 480 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1927.4502,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461143
461155,Attic red-figure pottery stemmed cup depicting a domestic scene,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"450 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1966.696,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461155
461386,Attic red-figure stemmed pottery cup depicting a Dionysiac scene,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"450 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1924.2,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461386
461432,Attic red-figure pottery stemmed cup fragment depicting an athletics scene,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics," - , - ","480 BCE - 470 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1966.495,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461432
461744,Attic red-figure pottery acrocup depicting a naked youth,container > vessel > cup > drinking-cup > stemmed cup > kylix > acrocup,ceramics, - ,"480 BCE - 460 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1927.73,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461744
461745,Attic red-figure pottery lekythos depicting a bearded man and a caged bird ('scene of daily life'),container > oil-container > perfume bottle > unguent jar > lekythos,ceramics, - ,"475 BCE - 450 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","The Greek World > Greece > Attica, Europe > Italy > Sicily > Province of Caltanissetta > Gela","place of creation, find spot","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1888.1402,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-461745
470807,Attic black-figure pottery hydria depicting a mythological scene,container > vessel > storage vessel > water jar > hydria,ceramics,The Antimenes Painter - artist,"530 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Europe > Italy > Lazio > Province of Viterbo > Vulci, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, painted, marked > [marking techniques] > incised, ",AN1879.161,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-470807
470978,Attic black-figure pottery pyxis lid,miscellaneous equipment > cover > vessel-cover,ceramics, - ,"560 BCE - 550 BCE - date of creation,Archaic Period (750 - 480 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1929.6,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-470978
471075,Attic black-figure stemmed pottery cup depicting a hound chasing a hare,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type C,ceramics, - ,"490 BCE - 470 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted and incised decoration, processed material > ceramic > pottery, marked > [marking techniques] > incised, painted, ",AN1965.110,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-471075
459749,Attic red-figure stemmed pottery cup depicting a warrior taking his leave,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"420 BCE - 410 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1931.11,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-459749
459757,Attic red-figure pottery stemmed cup depicting a scene of daily life,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics," - , - ","460 BCE - 450 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1925.74,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-459757
459760,Attic red-figure pottery stemmed cup depicting youths and mythological figures,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics,The Angular Painter - artist,"450 BCE - 440 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, painted, ",AN1926.405,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-459760
459933,Attic red-figure pottery stemmed cup depicting a scene of daily life,container > vessel > cup > drinking-cup > stemmed cup > kylix > cup type B,ceramics, - ,"460 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","Unknown, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1949.796,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-459933
386784,Attic red-figure pottery amphora depicting an athletics scene,container > vessel > storage vessel > amphora > neck-amphora,ceramics, - ,"500 BCE - 475 BCE - date of creation,Classical Period (Greece) (480 - 323 BCE) - date of creation","The Greek World > Sicily > Gela, The Greek World > Greece > Attica","find spot, place of creation","pottery, with painted decoration, processed material > ceramic > pottery, painted, ",AN1891.689,Antiquities,https://www.ashmolean.org/collections-online#/item/ash-object-386784
