Object Number,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Constituent ID,Artist Prefix,Artist Display Name,Artist Alpha Sort,Artist ULAN URL,Artist Wikidata URL,Culture,Period,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,_year_start,_year_end,Object Name,Title,Link Resource,Object Wikidata URL,Tags,Tags AAT URL,Tags Wikidata URL,Type,Decoration type,Female figures,Male figures,Myth,Record in MANTO,object_1,object_2,MANTO_result_1,MANTO_result_2,MANTO_result_3,MANTO_result_4,MANTO_result_5,MANTO_result_6
41.162.235,True,254406.0,171.0,Greek and Roman Art,1941.0,,,,,,,"Greek, South Italian, Campanian",Late Classical,4th century BCE,-399.0,-300.0,Terracotta,H. 4 1/8 in. (10.5 cm),"Rogers Fund, 1941",-399.0,-300.0,Lekythos,Terracotta toy lekythos (oil flask) with a swan,http://www.metmuseum.org/art/collection/search/254406,https://www.wikidata.org/wiki/Q116287944,Swans,http://vocab.getty.edu/page/aat/300250103,https://www.wikidata.org/wiki/Q34384,lekythos,,,,,,,,,,,,,
26.60.75,True,252539.0,171.0,Greek and Roman Art,1926.0,,,,,,,"Greek, Attic",Late Classical,4th century BCE,-399.0,-300.0,Terracotta,H. 12 in. (30.5 cm),"Fletcher Fund, 1926",-399.0,-300.0,"Hydria, kalpis",Terracotta hydria: kalpis (water jar),http://www.metmuseum.org/art/collection/search/252539,https://www.wikidata.org/wiki/Q116242270,Women|Eros|Satyrs|Incense Burners,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300198817,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q1264081,kalpis,,,,,,,,,,,,,
28.57.9,True,252961.0,171.0,Greek and Roman Art,1928.0,,,,,,,"Greek, Attic",Hellenistic,late 4th century BCE,-330.0,-300.0,Terracotta,H. 5 3/8 in. (13.7 cm),"Fletcher Fund, 1928",-330.0,-300.0,Squat lekythos with relief,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/252961,https://www.wikidata.org/wiki/Q116242129,Clytemnestra,http://vocab.getty.edu/page/ia/901001078,https://www.wikidata.org/wiki/Q131157,lekythos,,,,,,,,,,,,,
49.93,True,254629.0,171.0,Greek and Roman Art,1949.0,4898.0,Attributed to the,Group of Zurich 2657,Group of Zurich 2657,http://vocab.getty.edu/page/ulan/500026429,,"Greek, South Italian, Apulian",Classical,ca. 320–310 BCE,-320.0,-300.0,Terracotta,H. 9 5/8 in. (24.4 cm),"Gift of Mrs. Kate Roberts Smith, 1949",-320.0,-300.0,Oinochoe,Terracotta oinochoe (jug),http://www.metmuseum.org/art/collection/search/254629,https://www.wikidata.org/wiki/Q116282806,Satyrs,http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q163709,unknown,,,,,,,,,,,,,
46.129.12,True,254570.0,,Greek and Roman Art,1946.0,,,,,,,"Greek, Attic",Late Classical,4th century BCE,-399.0,-300.0,Terracotta,H. 21.21 cm.,"Gift of Mr. and Mrs. John van Benschoten Griggs, 1946",-399.0,-300.0,Pelike,Pelike,http://www.metmuseum.org/art/collection/search/254570,,Men|Griffins,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300379594,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q130223,pelike,,,,,,,,,,,,,
52.11.18,True,254710.0,171.0,Greek and Roman Art,1952.0,,,,,,,"Greek, Attic",Late Classical,4th century BCE,-399.0,-300.0,Terracotta,H. 19 9/16 in. (49.7 cm),"Purchase, Joseph Pulitzer Bequest, 1952",-399.0,-300.0,Calyx-krater,Terracotta calyx-krater (bowl for mixing wine and water),http://www.metmuseum.org/art/collection/search/254710,https://www.wikidata.org/wiki/Q116292523,Athena|Satyrs|Horses|Chariots,http://vocab.getty.edu/page/ia/901000069|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q37122|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q203788,calyx krater,,,,,,,,,,,,,
41.162.172,True,254343.0,,Greek and Roman Art,1941.0,,,,,,,"Greek, South Italian, Apulian",Late Classical,ca. 350–300 BCE,-350.0,-300.0,Terracotta,"Overall: 6 3/8 in. (16.2 cm)
Diameter: 2 3/16 × 1 15/16 × 1 11/16 in. (5.5 × 5 × 4.3 cm)","Rogers Fund, 1941",-350.0,-300.0,Alabastron,Alabastron,http://www.metmuseum.org/art/collection/search/254343,,Women|Wreaths,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300391223,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q1201922,unknown,,,,,,,,,,,,,
41.162.216,True,254387.0,,Greek and Roman Art,1941.0,,,,,,,"Greek, Attic",Late Classical,4th century BCE,-399.0,-300.0,Terracotta,"Diameter: 2 1/8 × 1 5/16 × 1 9/16 in. (5.4 × 3.3 × 4 cm)
Height: 4 5/16 in. (11 cm)","Rogers Fund, 1941",-399.0,-300.0,Squat lekythos,Squat lekythos,http://www.metmuseum.org/art/collection/search/254387,,Eros|Women,http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
1971.11.1,True,255313.0,161.0,Greek and Roman Art,1971.0,5243.0,Closely related to the,Vine Tendril Group,Vine Tendril Group,,,"Greek, Boeotian",Classical,mid-4th century BCE,-399.0,-300.0,Terracotta,"Overall: 8 11/16 x 12 3/16in. (22 x 30.9cm)
greatest diameter  8 1/4in. (21cm)","Purchase, Anonymous Gift, 1971",-399.0,-300.0,Skyphos,Terracotta skyphos (deep drinking cup),http://www.metmuseum.org/art/collection/search/255313,https://www.wikidata.org/wiki/Q116287955,Women|Men,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q8441,skyphos,,,,,,,,,,,,,
69.11.8,True,255283.0,171.0,Greek and Roman Art,1969.0,4905.0,Attributed to the,Stuttgart Group,Stuttgart Group,http://vocab.getty.edu/page/ulan/500080648,,"Greek, South Italian, Apulian",Late Classical,late 4th century BCE,-325.0,-300.0,Terracotta,H. 6 1/2 in. (16.5 cm); diameter 22 13/16 in. (58 cm),"Rogers Fund, 1969",-325.0,-300.0,Lekanis,Terracotta lekanis (dish),http://www.metmuseum.org/art/collection/search/255283,https://www.wikidata.org/wiki/Q116288030,Birds|Women|Eros|Horses|Chariots,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q203788,lekanis,,,,,,,,,,,,,
"68.11.43a, b",True,255267.0,,Greek and Roman Art,1968.0,4944.0,Attributed to the,"Stoke-on-Trent Group: ""Pouting Lips"" Sub-Group","Stoke-on-Trent Group: ""Pouting Lips"" Sub-Group",http://vocab.getty.edu/page/ulan/500094449,,"Greek, South Italian, Apulian",Late Classical,ca. 300 BCE,-300.0,-300.0,Terracotta,H. 7.01 cm.,"Rogers Fund, 1968",-300.0,-300.0,Pyxis,Pyxis,http://www.metmuseum.org/art/collection/search/255267,,,,,pyxis,,,,,,,,,,,,,
41.162.85,True,254257.0,,Greek and Roman Art,1941.0,,,,,,,"Greek, South Italian, Apulian",Late Classical,ca. 350–300 BCE,-350.0,-300.0,Terracotta,"Overall: 7 3/8 in. (18.7 cm)
Diameter: 3 1/8 × 2 × 2 5/8 in. (7.9 × 5.1 × 6.6 cm)","Rogers Fund, 1941",-350.0,-300.0,Squat lekythos,Squat lekythos,http://www.metmuseum.org/art/collection/search/254257,,Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
56.171.63,True,254922.0,160.0,Greek and Roman Art,1956.0,4941.0,Attributed to the,Capodimonte Painter,Capodimonte Painter,http://vocab.getty.edu/page/ulan/500101713,,"Greek, South Italian, Apulian",Hellenistic,ca. 320–310 BCE,-320.0,-300.0,Terracotta,H. without handles: 36 1/16 in. (91.59 cm),"Fletcher Fund, 1956",-320.0,-300.0,Volute-krater,Terracotta volute-krater (vase for mixing wine and water),http://www.metmuseum.org/art/collection/search/254922,https://www.wikidata.org/wiki/Q116289646,Male Nudes|Musical Instruments|Men|Women|Nike|Horses|Chariots,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000070|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q165023|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q203788,volute krater,,,,,,,,,,,,,
53.192.8,True,254793.0,,Greek and Roman Art,1953.0,,,,,,,"Greek, Attic",Late Classical,4th century BCE,-399.0,-300.0,Terracotta,H. 4 7/16 in. (11.2 cm),"Gift of Mrs. Frank Knox, 1953",-399.0,-300.0,Lekythos,Lekythos,http://www.metmuseum.org/art/collection/search/254793,,Dionysus|Maenads|Satyrs|Rabbits,http://vocab.getty.edu/page/ia/901001029| |http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300250218,https://www.wikidata.org/wiki/Q41680|https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q9394,lekythos,,,,,,,,,,,,,
41.162.273,True,254442.0,171.0,Greek and Roman Art,1941.0,4936.0,Attributed to the,Perth Group,Perth Group,http://vocab.getty.edu/page/ulan/500082355,,"Greek, South Italian, Apulian",Late Classical,ca. 350–300 BCE,-350.0,-300.0,Terracotta,H. 11 3/8 in. (28.9 cm),"Rogers Fund, 1941",-350.0,-300.0,Pelike,Terracotta pelike (jar),http://www.metmuseum.org/art/collection/search/254442,https://www.wikidata.org/wiki/Q116287804,Eros|Profiles|Women,http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q4382010|https://www.wikidata.org/wiki/Q467,pelike,,,,,,,,,,,,,
41.162.249,True,254420.0,161.0,Greek and Roman Art,1941.0,,,,,,,"Greek, South Italian, Apulian",Late Classical,ca. 350–300 BCE,-350.0,-300.0,Terracotta,H. 7 1/16 in. (17.9 cm),"Rogers Fund, 1941",-350.0,-300.0,Rhyton in the form of a dog's head,Terracotta rhyton (vase for libations or drinking),http://www.metmuseum.org/art/collection/search/254420,https://www.wikidata.org/wiki/Q116287853,Satyrs|Dogs,http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q144,rhyton,,,,,,,,,,,,,
65.11.15,True,255196.0,161.0,Greek and Roman Art,1965.0,5243.0,Attributed to the,Ambrosiana Painter,Ambrosiana Painter,,,"Greek, South Italian, Apulian, Gnathian",Hellenistic,ca. 330–310 BCE,-330.0,-300.0,Terracotta,"H. 4 1/4 in. (10.8 cm)
diameter  5 1/16 in. (12.9 cm)","Louis V. Bell Fund, 1965",-330.0,-300.0,Skyphos,Terracotta skyphos (deep drinking cup),http://www.metmuseum.org/art/collection/search/255196,https://www.wikidata.org/wiki/Q116288552,Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,skyphos,,,,,,,,,,,,,
1974.23,True,255532.0,171.0,Greek and Roman Art,1974.0,4922.0,Attributed to the,Rueff Painter,Rueff Painter,http://vocab.getty.edu/page/ulan/500107842,,"Greek, South Italian, Apulian",Late Classical,4th century BCE,-399.0,-300.0,Terracotta,H. 21 9/16 in. (54.8 cm),"Gift of John D. Rockefeller 3rd, Nelson A . Rockefeller, Laurance S. Rockefeller and David Rockefeller, 1974",-399.0,-300.0,Column-krater,Terracotta column-krater (mixing bowl),http://www.metmuseum.org/art/collection/search/255532,https://www.wikidata.org/wiki/Q116287003,Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,column krater,,,,,,,,,,,,,
1989.11.12,True,255915.0,171.0,Greek and Roman Art,1989.0,4926.0,Attributed to the,Asteas Workshop,Asteas Workshop,,,"Greek, South Italian, Paestan",Classical,late 4th century BCE,-330.0,-300.0,Terracotta,"Overall: 1 15/16 x 7 11/16in. (5 x 19.5cm)
diameter of bowl  5 1/8in. (13cm)","Rogers Fund, 1989",-330.0,-300.0,"Kylix, stemless",Terracotta stemless kylix (drinking cup),http://www.metmuseum.org/art/collection/search/255915,https://www.wikidata.org/wiki/Q116290172,Sirens|Dancing,http://vocab.getty.edu/page/aat/300379597|http://vocab.getty.edu/page/aat/300389779,https://www.wikidata.org/wiki/Q150986|https://www.wikidata.org/wiki/Q43393537,kylix,,,,,,,,,,,,,
"68.11.41a, b",True,255265.0,,Greek and Roman Art,1968.0,4906.0,Attributed to the,Kantharos Group,Kantharos Group,http://vocab.getty.edu/page/ulan/500032497,https://www.wikidata.org/wiki/Q53673337,"Greek, South Italian, Apulian",Late Classical,ca. 325–300 BCE,-325.0,-300.0,Terracotta,H. 11.91 cm.,"Rogers Fund, 1968",-325.0,-300.0,Pyxis,Pyxis,http://www.metmuseum.org/art/collection/search/255265,,Heads|Profiles|Women,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q4382010|https://www.wikidata.org/wiki/Q467,unknown,,,,,,,,,,,,,
2021.40.37,True,330022.0,,Greek and Roman Art,2021.0,,,,,,,"Greek, South Italian, Apulian",,last quarter of the 4th century BCE,-325.0,-301.0,Terracotta,H. 8.5 cm x D. 7 cm x Diam. (handle to handle) 12.5 cm,"Bequest of Nanette B. Kelekian, 2020",-325.0,-301.0,Skyphos,Terracotta skyphos,http://www.metmuseum.org/art/collection/search/330022,,,,,skyphos,,,,,,,,,,,,,
"2021.40.27a, b",True,330012.0,,Greek and Roman Art,2021.0,,,,,,,"Greek, South Italian",,second half of the 4th century BCE,-350.0,-301.0,Terracotta,H. 9 cm x D. 8.5 cm,"Bequest of Nanette B. Kelekian, 2020",-350.0,-301.0,Stamnos,Terracotta stamnos (jar) with lid,http://www.metmuseum.org/art/collection/search/330012,,,,,stamnos,,,,,,,,,,,,,
2021.40.32,True,330017.0,,Greek and Roman Art,2021.0,,,,,,,"Greek, South Italian",,second half of the 4th century BCE,-350.0,-301.0,Terracotta,H. 11.5 cm x D. 5.5 cm,"Bequest of Nanette B. Kelekian, 2020",-350.0,-301.0,Squat lekythos,Terracotta squat lekythos,http://www.metmuseum.org/art/collection/search/330017,,,,,lekythos,,,,,,,,,,,,,
"2021.40.31a, b",True,330016.0,,Greek and Roman Art,2021.0,,,,,,,"Greek, South Italian, Apulian",,second half of the 4th century BCE,-330.0,-301.0,Terracotta,H. 9 cm x D. 9 cm (across handles),"Bequest of Nanette B. Kelekian, 2020",-330.0,-301.0,Lekanis,Terracotta lekanis (dish) with lid,http://www.metmuseum.org/art/collection/search/330016,,,,,lekanis,,,,,,,,,,,,,
06.1021.228,True,247391.0,171.0,Greek and Roman Art,1906.0,4898.0,Close in style to the,Underworld Painter,Underworld Painter,http://vocab.getty.edu/page/ulan/500018190,https://www.wikidata.org/wiki/Q348728,"Greek, South Italian, Apulian",Hellenistic,ca. 330–310 BCE,-330.0,-310.0,Terracotta,H. 22 1/2 in. (57.2 cm),"Rogers Fund, 1906",-330.0,-310.0,Pelike,Terracotta pelike (jar),http://www.metmuseum.org/art/collection/search/247391,https://www.wikidata.org/wiki/Q116291490,Male Nudes|Eros|Women,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q467,pelike,,,,,,,,,,,,,
69.11.7,True,255282.0,160.0,Greek and Roman Art,1969.0,4905.0,Attributed to the,Baltimore Painter,Baltimore Painter,http://vocab.getty.edu/page/ulan/500007727,https://www.wikidata.org/wiki/Q725545,"Greek, South Italian, Apulian",Late Classical,ca. 330–310 BCE,-330.0,-310.0,Terracotta,H. with handles 30 5/16 in. (77 cm); H. to rim  26 3/4 in. (68 cm),"Purchase, Mrs. James J. Rorimer Gift, 1969",-330.0,-310.0,Volute-krater,Terracotta volute-krater (mixing bowl),http://www.metmuseum.org/art/collection/search/255282,https://www.wikidata.org/wiki/Q116288033,Women|Eros|Hermes|Male Nudes,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/ia/901000721|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q41484|https://www.wikidata.org/wiki/Q40446,volute krater,,,,,,,,,,,,,
01.08.14,True,246939.0,171.0,Greek and Roman Art,1901.0,4898.0,Attributed to the,Underworld Painter,Underworld Painter,http://vocab.getty.edu/page/ulan/500018190,https://www.wikidata.org/wiki/Q348728,"Greek, South Italian, Apulian",Hellenistic,ca. 330–310 BCE,-330.0,-310.0,Terracotta,H. 19 5/8 in. (49.8 cm),"Purchase, 1901",-330.0,-310.0,Pelike,Terracotta pelike (jar),http://www.metmuseum.org/art/collection/search/246939,https://www.wikidata.org/wiki/Q105821378,Eros|Male Nudes|Swans|Women,http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300250103|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q34384|https://www.wikidata.org/wiki/Q467,pelike,,,,,,,,,,,,,
48.118,True,254605.0,171.0,Greek and Roman Art,1948.0,4938.0,Close in style to the,Amphorae Painter,Amphorae Painter,http://vocab.getty.edu/page/ulan/500092960,,"Greek, South Italian, Apulian",Classical,ca. 340–320 BCE,-340.0,-320.0,Terracotta,H. 1 3/4 in. (4.5 cm); diameter  5 1/4 in. (13.3 cm),"Gift of Mrs. Frank S. Williams, 1948",-340.0,-320.0,Kylix,Terracotta stemless kylix (drinking cup),http://www.metmuseum.org/art/collection/search/254605,https://www.wikidata.org/wiki/Q116286766,Heads|Male Nudes|Women|Wreaths,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300391223,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q1201922,unknown,,,,,,,,,,,,,
17.46.2,True,249164.0,161.0,Greek and Roman Art,1917.0,4920.0,Attributed to the,Group of New York 28.57.10,Group of New York 28.57.10,,,"Greek, South Italian, Apulian",Late Classical,ca. 340–320 BCE,-340.0,-320.0,Terracotta,Height: 15 1/16 in. (38.3 cm),"Rogers Fund, 1917",-340.0,-320.0,Lebes gamikos,"Terracotta lebes gamikos (jar with lid, foot, and handles associated with weddings)",http://www.metmuseum.org/art/collection/search/249164,https://www.wikidata.org/wiki/Q116290665,Palmettes|Women|Wreaths|Birds|Male Nudes|Eros,http://vocab.getty.edu/page/aat/300009995|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300391223|http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/ia/901000613,https://www.wikidata.org/wiki/Q677655|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q1201922|https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q121973,lebes gamikos,,,,,,,,,,,,,
"06.1021.222a, b",True,247385.0,171.0,Greek and Roman Art,1906.0,4905.0,Attributed to the,Painter of Vienna 113,Painter of Vienna 113,http://vocab.getty.edu/page/ulan/500070071,,"Greek, South Italian, Apulian",Late Classical,ca. 340–320 BCE,-340.0,-320.0,Terracotta,6 7/8in. (17.5cm),"Rogers Fund, 1906",-340.0,-320.0,Mug with lid,Terracotta mug with lid,http://www.metmuseum.org/art/collection/search/247385,https://www.wikidata.org/wiki/Q116291746,Heads|Women,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q467,unknown,,,,,,,,,,,,,
96.18.53,True,246571.0,,Greek and Roman Art,1896.0,5244.0,Attributed to the,APZ Painter,APZ Painter,http://vocab.getty.edu/page/ulan/500110807,https://www.wikidata.org/wiki/Q28949654,"Greek, South Italian, Campanian",Late Classical,ca. 330–320 BCE,-330.0,-320.0,Terracotta,"Overall: 9 7/8 in. (25.1 cm)
Diameter: 5 1/2 × 3 × 3 13/16 in. (14 × 7.6 × 9.8 cm)","Purchase by subscription, 1896",-330.0,-320.0,Squat lekythos,Squat lekythos,http://www.metmuseum.org/art/collection/search/246571,,Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
